nextReversalReturn,nextReversalPeriods
0.05859406098240586,1.5618047200805354
0.04849392840246018,0.7778035411512185
0.03470547039140923,-0.006197637778098375
0.02584477704058016,-0.7901988167074152
-0.0763231619595669,-0.006197637778098375
-0.0669980879541109,-0.7901988167074152
0.01493371665868072,-0.7901988167074152
-0.02428891019495046,-0.006197637778098375
-0.01911646586345382,-0.7901988167074152
0.009285656104911623,-0.7901988167074152
-0.005997730588426001,0.7778035411512185
-0.002845759817871372,-0.006197637778098375
0.002206423142927188,-0.7901988167074152
-0.07996702390766694,0.7778035411512185
-0.05775075987841945,-0.006197637778098375
-0.02651779483600837,-0.7901988167074152
0.04448119777158774,0.7778035411512185
0.04221315035177625,-0.006197637778098375
0.03869459833795014,-0.7901988167074152
-0.08427998663548279,-0.006197637778098375
-0.0340118072076835,-0.7901988167074152
0.01006594932315168,-0.7901988167074152
-0.009900130264871906,-0.7901988167074152
0.01457399103139013,-0.7901988167074152
-0.2147490611130079,2.3458058990098523
-0.2103004291845494,1.5618047200805354
-0.2000695591687679,0.7778035411512185
-0.1833111407012872,-0.006197637778098375
-0.1301059001512859,-0.7901988167074152
0.07748254460822343,-0.7901988167074152
0.1040100250626566,1.5618047200805354
0.04412435044215516,0.7778035411512185
0.01425788168614949,-0.006197637778098375
0.01094536146173537,-0.7901988167074152
-0.0478893224547712,-0.7901988167074152
0.04697363535090977,-0.006197637778098375
0.003916681502581449,-0.7901988167074152
-0.01685240554498505,-0.7901988167074152
0.04347030291937403,-0.006197637778098375
0.01522571454011219,-0.7901988167074152
0.06118928733545166,0.7778035411512185
0.03837612152438483,-0.006197637778098375
0.02346554592417477,-0.7901988167074152
-0.007718324516520683,-0.7901988167074152
0.002235982112143103,-0.7901988167074152
-0.03900008590327291,-0.006197637778098375
-0.01799508426966292,-0.7901988167074152
0.01692375495813134,-0.7901988167074152
-0.02334866765037757,-0.7901988167074152
-0.00908289241622575,-0.006197637778098375
-0.01705738278516445,-0.7901988167074152
0.01469565217391304,-0.7901988167074152
-0.05971580507366402,-0.006197637778098375
-0.04073283528993241,-0.7901988167074152
-0.01604621309370988,-0.006197637778098375
-0.0271078875793291,-0.7901988167074152
0.01998539879540062,1.5618047200805354
0.01259286102554811,0.7778035411512185
0.008936631160859361,-0.006197637778098375
0.004132602641272123,-0.7901988167074152
-0.0231991334175844,-0.7901988167074152
0.02968036529680365,-0.006197637778098375
0.005618979664645023,-0.7901988167074152
-0.01827956989247312,-0.006197637778098375
-0.01994811700509885,-0.7901988167074152
0.01714907903094093,-0.7901988167074152
-0.01564455569461827,-0.006197637778098375
-0.00837536023054755,-0.7901988167074152
0.03445806855813121,-0.006197637778098375
0.01590929067416718,-0.7901988167074152
0.04808368495077356,-0.006197637778098375
0.03229437229437229,-0.7901988167074152
-0.04274437353039973,-0.006197637778098375
-0.01119014573213046,-0.7901988167074152
0.07804452204277608,2.3458058990098523
0.03538190659847405,1.5618047200805354
0.0245582012776902,0.7778035411512185
0.03338912133891213,-0.006197637778098375
0.01906255157616768,-0.7901988167074152
-0.01949906176062658,-0.006197637778098375
-0.01070135001646362,-0.7901988167074152
0.007360238173999338,-0.006197637778098375
0.006195275070213117,-0.7901988167074152
-0.04445550302728705,-0.006197637778098375
-0.01335959578658902,-0.7901988167074152
-0.04400999052622513,0.7778035411512185
-0.04078810922917387,-0.006197637778098375
-0.01192807548513441,-0.7901988167074152
0.05027150113855316,1.5618047200805354
0.05479813528014777,0.7778035411512185
0.02242305396879529,-0.006197637778098375
0.009597575349385419,-0.7901988167074152
-0.01827326068734283,-0.006197637778098375
-0.00535031847133758,-0.7901988167074152
-0.0107671601615074,-0.006197637778098375
-0.003643141574176057,-0.7901988167074152
0.01358119005177829,-0.7901988167074152
-0.03448858833474218,0.7778035411512185
-0.02658939832964036,-0.006197637778098375
-0.01771585827313381,-0.7901988167074152
0.04045138888888889,-0.006197637778098375
0.006973032008737293,-0.7901988167074152
-0.02705444707473791,-0.006197637778098375
-0.02664298401420959,-0.7901988167074152
-0.05042380211036153,0.7778035411512185
-0.05491951450460532,-0.006197637778098375
-0.02995228839017494,-0.7901988167074152
0.002844950213371266,-0.7901988167074152
-0.01529550185537153,-0.7901988167074152
0.00817316328363571,-0.7901988167074152
-0.03129014498073041,-0.006197637778098375
-0.004338394793926247,-0.7901988167074152
0.01555948942513743,0.7778035411512185
0.01650657465261587,-0.006197637778098375
0.003590829573704079,-0.7901988167074152
-0.01712487272054059,-0.7901988167074152
0.02443362666167384,-0.7901988167074152
-0.06198271105389001,0.7778035411512185
-0.04957137532612747,-0.006197637778098375
-0.03097092912787384,-0.7901988167074152
0.004746084480303749,-0.7901988167074152
-0.06114302404829131,-0.006197637778098375
-0.04240317775571003,-0.7901988167074152
0.04914463452566096,1.5618047200805354
0.04362623762376238,0.7778035411512185
0.02699685375012686,-0.006197637778098375
0.01230492196878752,-0.7901988167074152
-0.02084402916110484,-0.006197637778098375
-0.04180064308681672,-0.7901988167074152
0.01564913003191599,-0.7901988167074152
-0.0335195530726257,-0.7901988167074152
0.043289596032648,0.7778035411512185
0.0485981308411215,-0.006197637778098375
0.00109051254089422,-0.7901988167074152
-0.07087967644084935,0.7778035411512185
-0.0760180995475113,-0.006197637778098375
-0.01108480413258717,-0.7901988167074152
0.03451592220559949,-0.7901988167074152
-0.03346761698171676,0.7778035411512185
-0.02439787300594307,-0.006197637778098375
-0.004256677663083963,-0.7901988167074152
0.01565271835542106,-0.7901988167074152
-0.03685300207039337,-0.006197637778098375
-0.01042331418847054,-0.7901988167074152
0.01410377854962636,-0.006197637778098375
0.01431729655753237,-0.7901988167074152
-0.01782115201018352,-0.7901988167074152
